text,label
"Bueno, igual es bueno que Luciando Arriagada tenga esta oportunidad en la selección… le va a servir, se puede  nutrir mucho, de igual forma, prefería verlo en Copa Chile.. y el nominado sin discusión era Leo Gil, Jeyson Rojas y Cortes..",0.0
"Tanto tonto weon diciendo ""Paris tiene las 2 dosis de vacuna sinovac y se enfermó igual, por eso no me vacuno"", GIL, QUIZÁS TE ENFERMES  CON LAS 2 DOSIS DE LA VACUNA PERO NO TE MATARÁ Y ES MUY PROBABLE Q NO VAYAS AL HOSPITAL, SOWEA!!! VAGUNENSE IGUAL POR LA CHUCHA. Gracias.",0.0
Y xq no Leo Gil x la rechucha !!!!!,0.0
@USER Castellón x sobre Cortés y no va Gil ni Rojas? 🤡,0.0
@USER @USER @USER Anda a revisarte te voy a bloquear por gil ... chaito!,0.0
"@USER @USER @USER @USER #UnPaísGeneroso 
gabriel
Estas señora me gusto.
esta chora...como explica porque hay que ser gil para no vacunarse.
@USER @USER @USER  @USER @USER  @USER @USER @USER @USER @USER @USER @USER LINK",0.0
"@USER Leo Gil - ver
Maripan - ni en pintura",0.0
"@USER Gil , payaso y pintamonos!!! No aprendiste nada con Bonvallet",0.0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Toma gil. Se te cayó esto. LINK,0.0
"@USER U: Andia
CC: Rojas, Gil
UC: Saavedra, Marcelino, Montes y Valencia
UE: Méndez
Calera: Simón, Jeisson
Wanderers: González y Retamal
O'Higgins: Alarcon
Palestino: Piña y Mago",0.0
"Fútbol ficción: lista mixta para la Copa.
ARQ: Arias, Cortés, Castellón
DF: Andía, Rojas, Sierralta, Kuscevic, Vegas, Nico Díaz, Mena, Wiemberg
VOL: Gil, Vidal, Galdames, Alarcón, Araos, Baeza, Leiva, Marcelino, Pinares
DEL: Palacios, Brerenton, Valencia, Montes, Meneses, Mora.",0.0
"@USER Soy cruzado pero nicagando justifico el cagaso de Maripan, sabe que debe llevar los brazos pegados al cuerpo, en esto hay que ser vivo, te estai jugando una clasificación y te mandai 2 penales en los 2 partidos, no wei..que se la coma nomas y que aprenda por gil",0.0
"Y lo hizo nuevamente maripan ,por culpa de este gil ,otro penal#VamosChile",0.0
Que te pasa gil qlo! LINK,0.0
QUE LE PEGAI AL CHARLES GIL CONCHETUMARE #PartyChilensisFtLaRoja,0.0
"@USER Igual más allá de todo,
no estará de más que Memo haciendo
un buen partido y un gol ojalá tmb
le hace automáticamente corchete
en la boca de tanto gil q lo ha basureado.
Obvio, el jugador no juega para eso
pero si de pasada tapa malas bocas,
bienvenido sea para él",0.0
Exiten seres miserables y los del desgobierno. LINK,0.0
"Económicamente no conoce mucho (o se hace el Gil), pero las mentiras que dice son las mismas de la izquierda chilena.
Esta empresa es mala porque no piensa en el bien común, traigamos el modelo de &lt;nombran cualquier país exitoso&gt;, etc LINK",0.0
@USER Siiii está obsesioná de partida con luismi porque dejó como a 5 😂 no vi cuando el gil del Antonio dijo eso pero es tan inconsecuente 🤢 ridiculoooooo,0.0
"@USER Por Gil , le pasa 🤭",0.0
"@USER @USER Mi hermana me decia el otro dia : mi empleada dice que elste comunismo chileno es renovado...como se puede ser tan gil o tonta""",0.0
"@USER esto es una broma? Donde está Soto? Extraordinario trabajo, ni se sintió la ausencia de Gil",0.0
@USER @USER Esk no es chistoso igual que lo que dije anterior gil,0.0
"@USER Uno de mis mejores amigos, ya tiene treintimuchos y es de puro gil. Que el pinchazo, que los efectos adversos en el día de la vacunación, daños a largo plazo. 
Hace nada corté con él para pedirle que se vacuné. Yo estoy contagiada y no me pegó tan fuerte creo que por la 💉",0.0
"@USER Leo Gil me parece que es el más interesante, Bolados tb merece Mostrar la explosión q falta",0.0
@USER Jajajaja jajaja gil chanta lo de jadue tampoco larva podemita LINK,0.0
"@USER Se le nota mucho. Y lo lamento por él, cabro inteligente, se puso gil",0.0
@USER No hay forma de reemplazar el pistoneo feroz de Gil,0.0
"@USER El equipo anda con lo justo, aunque metieron dos fichajes buenos como Martín y Gil. La clave fue aguantar a Quintero.",0.0
@USER @USER 20 fechas para falcón y 6 para gil,0.0
"@USER Amigo el problema es de jugadores no de director tecnico mira morales perdiendose 4 goles y a costa con martin casi todo el partido perdidos.
Gil hizo falta y se notó.",0.0
"Cómo se extraña al Colo Gil 😢

#VamosColoColo
#CCSERxTNTSports",0.0
"@USER Ojo que el año pasado las tomaba incluso con Matías en cancha. Y ahora, apenas llegado Gil, seguía (hasta que se hizo evidente).",0.0
Gil es el motor y corazon del equipo....no te creo que Rodriguez y Fuentes no sean capaz de generar juego.. #VamosColoColo,0.0
La voz de Gil Scott-Heron es la revolución.,0.0
"@USER @USER Si po, es como ""perriro tení google y cabales informativos en YouTube"", pero el gusto de quedar como gil es mayor.",0.0
"@USER @USER @USER @USER Muy típico de fanáticos de derecha.
Seguro eres uno de los discípulos del pastor Axel Kaiser que dirige la Iglesia de la fpp.
Anda a estudiar Gil, que cachai replicó.
Les dimos capote en la urnas y ahora lloras por la herida",0.0
@USER #SanidadPublica #pandemia #AguasAndinas Hasta cuándo!!!! Más de 1 mes sin solución,0.0
Hago un llamado a los vecinos de calles Varsovia y Ecuador en #loprado que viralicen está situación LINK,0.0
"CINCO CRONISTAS CHILENOS Visiones sobre el panorama de la crónica en Chile, con sus protagonistas y matices. Daniel Rozas entrevista a Alejandro Zambra, Francisco Mouat, Roberto Merino, Antonio Gil y Leonardo Sanhueza. 139 pgs.$6.000. Pídelo: DM o contacto@USER.cl LINK",0.0
"@USER @USER Por si acaso no hablan de Chile, para que no hagan el loco, como el gil que escribió “qiebren”.",0.0
estamos en un condominio de tOwN hOuSeS en maipú y parece Melrose Place pero con autos blancos asiáticos y guaguas gordas.,0.0
"Podria quedarse con su amiga gordis , no hara falta LINK",0.0
"@USER Lo digo en buena onda, gordis. 💔",0.0
"Para variar está la embarrada con las famosas ""tómbolas"" de las colegios... Vayan a llorarle a la ""Gordis"" Bachelet, eso y mucho más se vendría con el Epidemia!!!",0.0
"@USER jajajjjjjjjjjjjjjjjjjjj 
NUEVA ORDEN MUNDIAL😝😂😜☺️😝😂
DICE LA GUATONA GRASOSA QUE NADIE TIENE QUE TENER CASA PROPIA ?
GORDA PICANTE !!!
ELLAS ROBAN
Y SE DROGAN 😏😫😫😫😜☺️😝😂😂😂😂😂😂",1.0
"va a buscar instrucciones pa seguir.💩 Chile🇨🇱.
🙈🙈😡 q tiene q ir a ver a ese Papa comunista q tiene un BCO q lava  el dinero de  todos los corruptos del mundo
⤵️
q hace el Vaticano con un Bco ???? y tb ver a la Guatona CDSM hp  del FPMR LINK",0.0
Almorcé una empanada de queso y después ando llorando porque me siento guatona 🤡,0.0
Voy a estar más guatona cuando llegue mi pedido de starken y no me va a quedar buena la weaaaaaaaa 🥺,0.0
"Que no falte un pelotudo millenial en un tuit serio, y con el mismo argumento repetido, fome, lo único que tienen. Por suerte han subido el nivel, 🤭antes era ""vieja guatona cu..."" así con la ""juventuuusss"" de hoy LINK",0.0
@USER Les falto el reggaeton venereo de Hija de Perra ☝️,0.0
Vayan a vacunarse hijos de la perra,0.0
"No pueden no ganarle a este equipo, hijos de la perra",0.0
@USER bora hijos de perra,0.0
@USER Oye feo conchetumare que culpa tiene el hincha ¿? No está en manos de nosotros cara de weon… En cambio ustedes han trapeado con la historia de su club y los jugadores en la cancha para qué decir 😂 Ni en cancha ni en la calle dan la talla muertos hijos de perra.,0.0
"FINIQUITEN A TODOS LOS KLOS Y JUGUEMOS CON JUVENILES WEON, YA ESTAMOS DESCENDIDOS PARA QUE SEGUIMOS REGALANDO PLATA.  

HIJOS DE PERRA @USER @USER",0.0
"@USER @USER @USER Con razón NO TE JOTEA NADIE, hueles a podrido.",0.0
"@USER ""no lo digo yo, lo dicen los sionistas""😂😂😂😂
Sigue tu camino pobre wn ignorante 😂😂😂",0.0
"@USER @USER @USER Ah ya. Pobre ignorante que informa por Youtube y memes.
Con idiotas no discuto.
Saludos",0.0
@USER @USER @USER Que bueno que averiguaste que existen sanciones y bloqueo 👏👏👏 aprendiste algo nuevo hoy pobre y triste weon ignorante 😂😂😂,0.0
@USER Baja el twitter...estás quedando como ignorante,0.0
@USER @USER @USER #YoMeVacuno ignorante de mi DBR1 LINK,0.0
"@USER Puedo apostar que te vacunaste sin saber tu DRB1 como todo el.mundo ignorante y creyente de una vacuna que lleva menos de un año y salió sólo por emergencia, no por aprobación.",0.0
"@USER Jajaja, ignorante nunca, la única ignorante e insidiosa eres tú, pero no pierdo mi tiempo con simios limitados de mente",0.0
"@USER @USER @USER @USER @USER Pero si el mononeuronas eres tú, aparte que destilas odio. Hablas de tener criterio propio sin embargo repites lo que hasta el más ignorante repite...ustedes pusieron a gobernar a Moreno ¡¡y con trampas!!, ahora se lavan las manos como Poncio Pilato...ten un mínimo de decencia.",0.0
"@USER @USER Hay que ser bien tarado para pensar eso encima defendían el libre mercado, ese que hace que tengas tus cosas de marca y gustitos caros y pero como prefieres al ignorante Castillo, jódete porque hasta sin trabajo te vas a quedar.",0.0
"@USER Asististe a lenguaje,te suena que es metáfora 😂😂estudea ignorante!!!!!!😂😂😂😂",0.0
@USER @USER Castro es un ignorante igual que Oliva,0.0
"Oye pero este loco es tonto??? De que estás hablando??? En e banco por DAP a 90 días te pagan casi 0. Por dios esta gente no es ignorante, realmente tiene capacidades limitadas 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️ LINK",0.0
"@USER Como les dije ayer , a primera hora voté por el menos malo .
Deseo y es mi anhelo poder contribuir con mi voto, que no salga Karina, una pobre ignorante y comunista.
Deseo mi país libre de esta lacra .
@USER 
@USER 
@USER 
@USER",0.0
"@USER @USER @USER ""libertad de manifestación"" ni sabes lo que es la manifestación y menos lo que es libertad.
Tu libertad termina donde comienza la mia.
Puedes manifestarte todo lo que quieres, pero el momento que impides mi libre desplazamiento lo transformas en un acto violento.
Ignorante,.",0.0
@USER Por favor vayan a votar para que no salga la ignorante,0.0
@USER Carol Bown es demasiado ignorante o mala fe,0.0
"@USER @USER Que terrible Carol Bawn, no se cansa de aparecer ignorante, primero del agua y ahora las afp. 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️",0.0
"@USER Acá en realidad se trata de ser de izquierda o ser retrasado mental.

Quien vota por la ignorante Oliva no es de izquierda.......es retrasado. 

Ojalá los izquierdistas no retrasados voten por el Orrego.....mal menor.",0.0
"A esta tipa, alguien le paga para...
O es una ignorante...
O ambas cosas.

yo creo que todos esos ""parásitos"" que defienden el modelo, a costas de mentiras o del abuso de elementos del discurso, están pagados. No veo otra. LINK",0.0
@USER @USER No tiene neuronas en la cabeza esta loca de patio con razón es tan similar a la naya facil 🤦🏽🤦🏽csm lo peor de todo que gente cómo está ignorante postule como gobernadora 🤬impresentable,0.0
@USER Este es un tonton  y más  encima  ignorante,0.0
"@USER Disculpen, el ignorante de Manuel Prieto es???? que ha aportado al país???? algún blog, youtube donde nos de clases de mercado de capitales???",0.0
"@USER @USER @USER Lo más ignorante e irrisorio q he escuchado en el día 🤦🏽‍♀️. Se llenan la boca con justicia social, democracia y empatía, son términos q no conocen ni practican, solo velan por su ideología.",0.0
Que es rico el mango y que ignorante me sentí de no saber que tiene cuesco 😅,0.0
@USER @USER es tirana...lobo con traje de oveja...déspota...siembra odio...ofende a medio mundo sin límites pero cuestiónala y te bloquea...SIMPLE PROFESORA sin post grado ni nada y CREE DIOS...típico de la derecha IGNORANTE...y soy de derecha...que tal?,1.0
"@USER Molecular? Pero si los de derecha son gente re ignorante, re cavernicolas, para qué ocupan terminologías q no entienden? XD",1.0
@USER Ya me explicaron muy en buena que sí existen las Mypes. Puedo darme el lujo de ser ignorante una vez al año siquiera 😊,0.0
@USER Tontona zurda y debe ser igual de ignorante q su candidata.,0.0
"@USER También dijiste que no te importaba que la bolsa cayera , tan ignorante eres ???",0.0
@USER @USER El unico bobo ignorante es usted. INFORMESE!,0.0
"@USER @USER Además, el traidor de Piñera nos encierra con cuarentena total. La TV aterroriza a la gente cada segundo ¿cuántos crees que votarán? Los jóvenes adoctrinados zurdos y algunos DC; todo está dado para que gane la ignorante, la títere de Jadue.
Deberíamos aprender de la Historia.",0.0
"A gobernar con cuidado de la mano negra que esta en latinoamericana, (EE.UU). La ignorancia de otros, sacar a una lacra para que no salga comunismo? Eso lo implantó estados unidos a los países y su gente y la más ignorante(que es mucha) siguió esa doctrina. LINK",0.0
@USER @USER @USER Y eso no pasó con 6 millones de trabajadores y los 3 retiros?? Por favor!!! Ese cuento anda a contárselo a un weon ignorante!!,0.0
@USER Pero ladrón ignorante !! Los eligieron para escribir la constitución!!! Nada más !!!,0.0
"@USER @USER Ese  ignorante de @USER quiere poner reglas? Por eso el comunismo ha fracasado en todo el mundo, viven de eslóganes destructivos, solo generan pobreza y desigualdad, seria bueno que estudiara y se preparara antes de hablar imbecilidades",0.0
"@USER @USER JAJAJAJAJAJA lee el estudio y deja de repetir weas ignorante ql, ya me estresaste",0.0
"@USER @USER Y q salga esa mujer rasca, sesgada, ignorante??
Omg!!!",0.0
"@USER Es verdad que es suficiente de las cuarentenas,  pero decir plandemia... y bozal a las mascarillas, es de idiota e ignorante",0.0
"@USER @USER no estás entendiendo parece, reitero, mala comprensión lectora, en algún momento he dicho que la conciencia de clase no es importante? no, danilo fue quien dijo que la perspectiva de género no era necesaria y tú también, eso es falso y bordea lo ridículo e ignorante",0.0
"@USER Si esta buscando un ideal de candidato le comunico que no existe son todos seres humanos imperfectos si es que todavia no lo sabe.
En USA 
Trump un racista capitalista
Biden un sicopata corrupto
En peru
Una corrupta contra un campesino ignorante
Solo por dar algunos ejemplos.",0.0
"@USER @USER Yo mismo tapé mi Rut, no sea ignorante. El Rut de la Cami lo dejé visible porque ella misma publicó su Rut.",0.0
"@USER @USER Impactante como de algo no solo bueno sino que excelente, pueden hacer tanto comentario tonto, ignorante y resentido. 🙄",0.0
@USER @USER Que ordinaria la mascarilla y el flote igual se nota que es un ignorante 💩,0.0
"@USER Quiero mi 100% protegido de la izquierda ignorante, indolente, cortoplacista, populista, fracasada e improvisadora.",1.0
@USER @USER Jajja cambios con una ignorante que ni siquiera sabe a qué postula .... jajajajjajajaakJAAJAJAJAJAJJAKAJA,0.0
@USER @USER @USER Hay que ver que tu si eres ignorante. Cuando un país es una potencia en futbol su cultura se hereda en generaciones. Además tiene 15 copas América como no van a exigirle que clasifiquen en Suramerica si dominan la región. Usa el cerebro que por pensar no t cobran,0.0
"@USER Que ignorante que eres, que clase de educación recibiste, si con esa cara que tienes no tienes para nada de europeo, solo tienes cara de simio, ignorante. Disculpen a los simios si los ofendí 😎.",1.0
"-¿No tenía @USER una mejor candidata?
-¿A qué obedece esta verdadera obsesión por mantener a una candidata ignorante, inepta, mediocre?
-¿Cómo tan idiota de exponer a su hija, para qué?

De verdad, cuesta entender... LINK",0.0
@USER @USER @USER Con los pasados a culo !!  Y ?? Eso la hace menos ignorante?,0.0
@USER @USER @USER eres un soberano imbecil ignorante,0.0
@USER @USER Que ignorante más grande !!!,0.0
"@USER @USER Karina Oliva va a la segunda vuelta este Domingo con Orrego por la Gobernación de la Región Metropolitana de Santiago, espero que todos vayan a votar para frenar a esta comunista ignorante.",0.0
"@USER Si, he peleado con varias personas de mi trabajo por lo mismo... pero esa gente ignorante no tiene arreglo.",0.0
"@USER Sabrá Orrego que no tendrá atribuciones para actuar en seguridad, ni para llevar a acabo sus ""propuestas concretas"", que serán atribución del delegado presidencial como coordinador de las SEREMI? Ignorancia o tratar de hacer parecer ignorante al otro para no cambiar tu campaña?",0.0
@USER @USER Lo que es ser cabro chico y no saber de dónde salen las cosas. Estamos jodidos con gente tan ignorante. Seguro antes Chile era el Maná en la tierra. 🤣🤦🏻‍♀️,0.0
"@USER @USER @USER No sabe, se cree que postula a presidenta.
Y no conoce los temas que le tocará enfrentar. Ve las entrevistas que le han hecho. Es una ignorante.

Y para ella todo es abuso patriarcal.",0.0
en fin pura gente ignorante que no sabe lo que es manejar un pais LINK,0.0
"Ya chiquilles 🤣🤣🤣.
Repitan conmigo.
“Este domingo votaremos por el mal menor”
🤣🤣🤣🤣🤣.
Si ya sabemos que Orrego es un Pintamonos, pero la alternativa es una ignorante.
Vamos que se puede, muevan sus nalgas el domingo.",0.0
@USER Chiste racista e ignorante lvl mis universo,0.0
@USER Que tipo más ignorante y con un lenguaje discriminatorio de los pueblos originarios y además él se cree migrante europeo… picante de mierda europeista… se la cree de verdad …. Jaajajaj no le alcanza ni para comprar las vacunas que necesita …,1.0
"@USER @USER @USER Ya idiota, explicame el comunismo o no mejor dime que es un congreso dividido en el perú. No sabes ni eso, castillo no solo gobierna el Perú. Y asi hablas de ignorante? Informate y ni sigas repitiendo lo que dicen los demas. Tarado",0.0
@USER @USER Cállate típico de progre ignorante,1.0
"@USER Obvio que lo defiendo... pese al ninguneo de tanto ignorante, ha sido la etapa más exitosa del Pais....",0.0
"@USER La candidata Oliva no opina tonteras porque sea ignorante, opina tonteras porque derechamente es imbecil. Buscarle el ajuste a sus respuestas es absurdo.",0.0
"la bestia más peligrosa del mundo, el ignorante con poder de RR, ahí estamos",0.0
"En cuanto a la eleccion de gobernadores en la RM de este domingo 13 de junio….creo que, tal vez, es mejor votar por un zurdo como @USER que por un zurdo ignorante, sin capacidades, cuyo discurso es el odio de género y la lucha de clases como @USER",0.0
Un ignorante de mierda. LINK,0.0
@USER Es ignorante y .,0.0
@USER @USER Eres una Ignorante.,0.0
@USER Lo invito a leer el protocolo de 47 páginas de la institución que me imagino debe defender LINK “dale poder a un ignorante” y se convertirá en tirano... #chile #PresosPoliticos #ContigoCHV #BuenMiercoles @USER,0.0
"@USER @USER El día que salga Oliva, sí; efectivamente la ignorante Oliva como gobernador no lo hará? 🤦🏼‍♀️",0.0
O salen a votar para no tener una ignorante en la gobernación o se atienen a las consecuencias LINK,0.0
@USER Jadue es más peligroso. Tiene preparación y bastante más conocimientos y estudios que el ignorante de Lima. Además tiene relato y retórica marxista lo que tampoco tiene Castillo.,0.0
@USER 5 años animal? Jajajaja desde 2001 si eso no es historia para ti que te puedo decir. Ignorante,0.0
"@USER Y Karina Oliva la versión de Marta Lagos y Bea Sanchez, por Dios que mujer más ignorante, así y todo lo mas probable es que sea gobernadora.",0.0
"@USER Es el nivel que le fascina al tercer mundo; pupulista, ignorante a más no poder, iletrado, grandilocuente...un comunista de tomo y lomo.",1.0
"Jajajajajajajajajs!!!!!! Pedazo de tonta, ignorante y retonta! LINK",0.0
@USER @USER Y que quiere que gane una conunista ignorante .,0.0
No puede ser más ignorante.. Me extraña Rene..!!! LINK,0.0
@USER Da verguenza ajena lo ignorante de la tipa básica.,0.0
@USER Ese señor demuestra TODAS la falencias de la Democracia. Un ignorante e iletrado puede ser Presidente del Peru.😢,0.0
"@USER @USER @USER Este no es el mal menor, es una comunista mentirosa e ignorante versus un DC bastante moderado y sensato. Lo tuyo es egoísmo puro hacia las futuras generaciones.",0.0
@USER El mejor modelo. La ignorante propone modelos fracasados,0.0
"@USER Un completo ignorante Castillo, dice cosas sin sentido alguno, un horror para el Perú",0.0
"@USER Es que no importa si no les gusta o no escuchan, es más el que tratan al que se lo vacila de ignorante y más.. No los entiendo jaja",0.0
"@USER Cómo no le da vergüenza, quería meter patriarcado y primera línea en una oración y lo que logró es demostrar que no sabe nada, una ignorante más del zurderío y van... mamita qué nos espera...",1.0
